,Papel,Tipo,Empresa,Setor,Subsetor,Cotação,Data últ cot,Min 52 sem,Max 52 sem,Vol $ méd (2m),Valor de mercado,Valor da firma,Últ balanço processado,Nro. Ações,P/L,P/VP,P/EBIT,PSR,P/Ativos,P/Cap. Giro,P/Ativ Circ Liq,Div. Yield,EV / EBITDA,EV / EBIT,Cres. Rec (5a),LPA,VPA,Marg. Bruta,Marg. EBIT,Marg. Líquida,EBIT / Ativo,ROIC,ROE,Liquidez Corr,Div Br/ Patrim,Giro Ativos,Ativo,Disponibilidades,Ativo Circulante,Dív. Bruta,Dív. Líquida,Patrim. Líq,Cart. de Crédito,Depósitos
149,CTNM4,PN,COTEMINAS PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,6.20,28/05/2021,4.80,6.60,203344,189943000,1506150000,31/03/2021,30636000,-1.80,0.23,1.28,0.09,0.04,1.33,-0.17,"0,0%",5.84,10.12,"-7,0%",-3.44,27.13,"30,2%","7,0%","-8,2%","3,4%","3,9%","-12,7%",1.09,1.82,0.49,4365350000,200596000,1768530000,1516800000,1316200000,831219000,0,0
150,CTSA3,ON,SANTANENSE ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,2.50,28/05/2021,1.35,3.92,114947,278247000,505878000,31/03/2021,111299000,-67.88,0.97,20.39,0.56,0.39,-12.05,-2.34,"1,2%",19.31,37.07,"6,4%",-0.04,2.57,"14,4%","2,7%","-0,8%","1,9%","2,3%","-1,4%",0.93,0.84,0.70,715490000,11206000,310532000,238837000,227631000,285946000,0,0
151,CTSA4,PN,SANTANENSE PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,2.01,28/05/2021,1.65,3.61,86587,223711000,451342000,31/03/2021,111299000,-54.58,0.78,16.39,0.45,0.31,-9.68,-1.88,"1,7%",17.23,33.07,"6,4%",-0.04,2.57,"14,4%","2,7%","-0,8%","1,9%","2,3%","-1,4%",0.93,0.84,0.70,715490000,11206000,310532000,238837000,227631000,285946000,0,0
152,CURY3,ON NM,CURY S/A ON NM,Construção Civil,Incorporações,9.49,28/05/2021,8.15,11.13,11630800,2769890000,2614040000,31/03/2021,291875000,13.56,5.13,10.25,2.20,1.44,3.17,7.14,"4,2%",9.57,9.67,0,0.70,1.85,"37,4%","21,5%","18,0%","14,1%","19,0%","37,9%",2.18,0.52,0.66,1918300000,436644000,1612760000,280789000,-155855000,539457000,0,0
153,CVCB3,ON NM,CVC BRASIL ON NM,Viagens e Lazer,Viagens e Turismo,24.93,28/05/2021,11.91,25.22,141912000,5015340000,5448030000,31/03/2021,201177000,-36.37,14.43,-7.96,12.74,1.04,48.66,-3.01,"0,0%",-12.92,-8.65,"-16,7%",-0.69,1.73,"100,0%","-160,0%","-39,8%","-13,0%","-17,1%","-39,7%",1.04,3.40,0.08,4829330000,748857000,2809080000,1181540000,432684000,347610000,0,0
154,CYRE3,PN,CYRELA BRAZIL REALTY PN,Construção Civil,Incorporações,23.70,28/05/2021,15.32,28.94,136456000,9473910000,10262900000,31/03/2021,399743000,4.92,1.66,15.39,2.33,0.81,2.40,19.18,"12,3%",15.67,16.68,"10,7%",4.81,14.25,"32,9%","15,1%","49,0%","5,3%","6,4%","33,8%",2.78,0.47,0.35,11657100000,1885140000,6149960000,2674180000,789036000,5696170000,0,0
155,DASA3,ON,DIAGNOSTICOS DA AMERICA SA ON,Análises e Diagnósticos,Análises e Diagnósticos,57.85,28/05/2021,50.87,199.00,20685200,31699700000,35964300000,31/03/2021,547963000,-372.77,8.99,212.69,3.98,2.26,61.54,-5.25,"0,4%",37.42,241.30,"24,2%",-0.16,6.44,"26,1%","1,9%","-1,0%","1,1%","1,3%","-2,4%",1.13,1.65,0.57,14023900000,1563360000,4461920000,5827950000,4264600000,3527320000,0,0
156,DIRR3,ON NM,Direcional Engenharia ON NM,Construção Civil,Incorporações,13.24,28/05/2021,8.57,16.17,18636200,1986000000,2125960000,31/03/2021,150000000,15.26,1.61,6.96,1.22,0.39,0.91,-1.86,"11,6%",6.45,7.45,"14,1%",0.87,8.22,"34,9%","17,6%","10,4%","5,5%","7,0%","10,6%",4.92,0.90,0.32,5150110000,974980000,2734760000,1114940000,139957000,1233260000,0,0
157,DMMO3,ON,DOMMO ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",0.88,28/05/2021,0.78,1.86,7905940,272882000,239458000,31/03/2021,310093000,5.12,-0.36,-8.74,1.06,1.20,-1.75,-0.30,"0,0%",28.76,-7.67,"-0,6%",0.17,-2.45,"9,4%","-12,1%","20,7%","-13,8%","-64,8%","-7,0%",0.33,-0.01,1.14,226779000,37941000,75546000,4517000,-33424000,-758311000,0,0
158,DMVF3,ON NM,D1000VFARMA ON NM,Comércio e Distribuição,Medicamentos e Outros Produtos,9.37,28/05/2021,8.79,15.57,2488610,474150000,433744000,31/03/2021,50603000,-231.63,0.57,6.45,0.48,0.33,3.56,-2.99,"0,0%",2.84,5.90,0,-0.04,16.36,"33,2%","7,5%","-0,2%","5,1%","6,4%","-0,2%",1.41,0.13,0.68,1440800000,150184000,454399000,109778000,-40406000,827695000,0,0
159,DOHL3,ON,DOHLER ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,29.10,27/05/2021,8.62,44.89,10584,2201270000,2151250000,31/03/2021,75645000,21.28,3.28,35.50,3.84,2.46,5.72,8.34,"1,4%",27.93,34.69,"5,7%",1.37,8.88,"30,4%","10,8%","18,1%","6,9%","8,1%","15,4%",4.76,0.07,0.64,894909000,98749000,487045000,48733000,-50016000,671785000,0,0
160,DOHL4,PN,DOHLER PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,6.45,28/05/2021,4.21,6.45,173403,487910000,437894000,31/03/2021,75645000,4.72,0.73,7.87,0.85,0.55,1.27,1.85,"6,9%",5.69,7.06,"5,7%",1.37,8.88,"30,4%","10,8%","18,1%","6,9%","8,1%","15,4%",4.76,0.07,0.64,894909000,98749000,487045000,48733000,-50016000,671785000,0,0
161,DTCY3,ON,DTCOM ON,Serviços Diversos,Serviços Diversos,9.63,27/05/2021,4.70,14.00,86858,107192000,109047000,31/03/2021,11131000,-72.57,22.92,-76.67,8.52,4.68,-21.49,-8.17,"0,0%",39.65,-78.00,"-4,0%",-0.13,0.42,"26,1%","-11,1%","-11,7%","-6,1%","-6,3%","-31,6%",0.50,0.51,0.55,22886000,549000,5088000,2404000,1855000,4677000,0,0
162,DTEX3,ON NM,DURATEX ON NM,Madeira e Papel,Madeira,20.66,28/05/2021,10.36,23.70,49540900,14292300000,16162100000,31/03/2021,691785000,24.88,2.85,14.22,2.20,1.27,8.83,-6.44,"3,6%",9.73,16.08,"13,0%",0.83,7.26,"31,9%","15,5%","8,9%","9,0%","11,4%","11,4%",1.69,0.62,0.58,11223400000,1262000000,3979630000,3131810000,1869810000,5023510000,0,0
163,EALT3,ON,ELECTRO AÇO ALTONA S/A ON,Máquinas e Equipamentos,Máq. e Equip. Industriais,15.40,28/05/2021,8.81,21.38,36710,346500000,407393000,31/03/2021,22500000,13.19,1.92,12.11,1.31,0.77,12.72,-4.61,"1,8%",10.70,14.23,"23,1%",1.17,8.01,"25,9%","10,8%","9,9%","6,4%","7,4%","14,6%",1.16,0.55,0.59,447980000,37482000,192598000,98375000,60893000,180267000,0,0
164,EALT4,PN,ELECTRO AÇO ALTONA S/A PN,Máquinas e Equipamentos,Máq. e Equip. Industriais,6.90,28/05/2021,3.48,7.32,473557,155250000,216143000,31/03/2021,22500000,5.91,0.86,5.42,0.59,0.35,5.70,-2.07,"4,4%",5.68,7.55,"23,1%",1.17,8.01,"25,9%","10,8%","9,9%","6,4%","7,4%","14,6%",1.16,0.55,0.59,447980000,37482000,192598000,98375000,60893000,180267000,0,0
165,ECOR3,ON NM,ECORODOVIAS ON NM,Transporte,Exploração de Rodovias,12.48,28/05/2021,9.96,14.95,52304700,6972560000,13981700000,31/03/2021,558699000,-16.00,48.36,4.05,1.73,0.61,-10.79,-0.75,"0,0%",6.09,8.13,"9,7%",-0.78,0.26,"40,9%","42,6%","-10,8%","15,2%","17,9%","-302,3%",0.75,59.75,0.36,11344900000,1604780000,1944080000,8613920000,7009140000,144166000,0,0
166,EEEL3,ON N1,CEEE ON N1,Energia Elétrica,Energia Elétrica,520.00,11/05/2021,281.97,540.18,3535,5022160000,4993320000,31/12/2020,9658000,18.01,1.98,10.54,3.78,0.90,4.22,-3.90,"3,0%",9.79,10.48,"-6,7%",28.88,262.75,"55,3%","35,9%","20,8%","8,5%","9,9%","11,0%",3.19,0.27,0.24,5576560000,724574000,1732320000,695737000,-28837000,2537680000,0,0
167,EEEL4,PN N1,CEEE PN N1,Energia Elétrica,Energia Elétrica,600.00,19/02/2021,353.98,600.00,0,5794800000,5765960000,31/12/2020,9658000,20.78,2.28,12.17,4.37,1.04,4.87,-4.50,"2,9%",11.31,12.11,"-6,7%",28.88,262.75,"55,3%","35,9%","20,8%","8,5%","9,9%","11,0%",3.19,0.27,0.24,5576560000,724574000,1732320000,695737000,-28837000,2537680000,0,0
168,EGIE3,ON,ENGIE BRASIL ON,Energia Elétrica,Energia Elétrica,39.98,28/05/2021,37.72,45.04,63162400,32620800000,46653200000,31/03/2021,815928000,11.59,4.03,5.90,2.53,0.91,10.12,-1.59,"6,2%",7.25,8.44,"18,7%",3.45,9.91,"45,0%","42,8%","21,8%","15,4%","17,9%","34,8%",1.79,2.27,0.36,35937700000,4314020000,7291160000,18346400000,14032400000,8088960000,0,0
169,EKTR3,ON,ELEKTRO ELETRICIDADE E SERVIÇOS S.A. ON,Energia Elétrica,Energia Elétrica,33.05,18/05/2021,18.42,45.58,1262,6403740000,9918740000,31/03/2021,193759000,9.73,2.01,5.46,0.89,0.71,14.65,-2.04,"8,8%",7.00,8.45,"9,7%",3.40,16.45,"20,2%","16,3%","9,2%","13,0%","14,7%","20,7%",1.19,1.23,0.79,9056000000,413000000,2732000000,3928000000,3515000000,3187000000,0,0
170,EKTR4,PN,ELEKTRO ELETRICIDADE E SERVIÇOS S.A. PN,Energia Elétrica,Energia Elétrica,26.75,28/05/2021,16.48,26.75,72508,5183050000,8698050000,31/03/2021,193759000,7.87,1.63,4.42,0.72,0.57,11.86,-1.65,"11,9%",6.13,7.41,"9,7%",3.40,16.45,"20,2%","16,3%","9,2%","13,0%","14,7%","20,7%",1.19,1.23,0.79,9056000000,413000000,2732000000,3928000000,3515000000,3187000000,0,0
171,ELET3,ON,ELETROBRÁS ON,Energia Elétrica,Energia Elétrica,43.13,28/05/2021,25.39,43.21,252916000,67668000000,96845200000,31/03/2021,1568930000,8.86,0.93,19.14,2.23,0.38,3.51,-1.12,"2.209,7%",17.98,27.40,"-16,0%",4.87,46.41,"69,8%","11,7%","25,4%","2,0%","2,3%","10,5%",1.79,0.65,0.17,177372000000,18437800000,43763400000,47615000000,29177200000,72815700000,0,0
172,ELET5,PNA,ELETROBRÁS PNA,Energia Elétrica,Energia Elétrica,64.00,19/05/2021,35.38,79.83,14346,100412000000,129589000000,31/03/2021,1568930000,13.14,1.38,28.41,3.31,0.57,5.21,-1.66,"0,0%",24.06,36.66,"-16,0%",4.87,46.41,"69,8%","11,7%","25,4%","2,0%","2,3%","10,5%",1.79,0.65,0.17,177372000000,18437800000,43763400000,47615000000,29177200000,72815700000,0,0
173,ELET6,PNB,ELETROBRÁS PNB,Energia Elétrica,Energia Elétrica,42.93,28/05/2021,26.36,43.35,110552000,67354200000,96531400000,31/03/2021,1568930000,8.82,0.92,19.05,2.22,0.38,3.50,-1.11,"2.442,0%",17.92,27.31,"-16,0%",4.87,46.41,"69,8%","11,7%","25,4%","2,0%","2,3%","10,5%",1.79,0.65,0.17,177372000000,18437800000,43763400000,47615000000,29177200000,72815700000,0,0
174,ELMD3,ON NM,ELETROMIDIA ON NM,Mídia,Publicidade e Propaganda,19.00,28/05/2021,14.66,20.98,4373080,2623390000,2586430000,31/03/2021,138073000,-29.33,3.50,-30.03,11.90,1.61,5.61,-24.85,"0,0%",-153.51,-29.60,0,-0.65,5.42,"22,2%","-39,6%","-41,2%","-5,4%","-10,4%","-11,9%",2.53,0.88,0.14,1628790000,696541000,774179000,659578000,-36963000,749032000,0,0
175,EMAE4,PN,EMAE PN,Energia Elétrica,Energia Elétrica,88.35,28/05/2021,25.20,90.00,463495,3264270000,3008210000,31/03/2021,36947000,13.85,4.26,20.50,7.09,2.17,9.64,-13.48,"9,7%",18.22,18.89,"25,9%",6.38,20.72,"47,9%","34,6%","51,2%","10,6%","12,9%","30,8%",3.18,0,0.31,1501610000,256056000,493983000,0,-256056000,765519000,0,0
176,EMBR3,ON,EMBRAER ON,Material de Transporte,Material Aeronáutico e de Defesa,17.43,28/05/2021,6.06,17.87,180757000,12906300000,24038500000,31/03/2021,740465000,-4.56,0.84,29.22,0.58,0.22,0.65,-1.41,"0,0%",12.15,54.43,"-2,9%",-3.82,20.67,"10,7%","2,0%","-12,6%","0,8%","1,1%","-18,5%",2.45,1.62,0.38,58728600000,13739700000,33631500000,24871900000,11132200000,15306500000,0,0
177,ENAT3,ON,ENAUTA PART ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",15.47,28/05/2021,8.84,17.38,28050300,4112030000,3077830000,31/03/2021,265807000,25.02,1.49,19.49,4.92,0.93,2.75,9.76,"1,3%",4.78,14.59,"23,7%",0.62,10.39,"34,0%","25,2%","19,7%","4,8%","8,6%","5,9%",3.60,0.27,0.19,4407760000,1787250000,2066300000,753047000,-1034210000,2762730000,0,0
178,ENBR3,ON,EDP ENERGIAS DO BRASIL S/A ON,Energia Elétrica,Energia Elétrica,18.65,28/05/2021,16.17,19.74,65641600,11317800000,18188800000,31/03/2021,606850000,6.53,1.09,3.54,0.74,0.37,10.38,-0.97,"5,4%",4.69,5.69,"11,8%",2.86,17.06,"25,5%","20,8%","12,6%","10,3%","12,3%","16,7%",1.16,0.97,0.50,31002300000,3132160000,7839440000,10003200000,6871060000,10352300000,0,0
179,ENEV3,ON,ENEVA ON,Energia Elétrica,Energia Elétrica,17.65,28/05/2021,9.38,18.61,107793000,22345600000,27577100000,31/03/2021,1266040000,21.67,2.77,22.54,6.86,1.36,11.92,-4.01,"0,0%",18.47,27.82,"10,9%",0.81,6.38,"44,6%","30,5%","31,6%","6,0%","7,1%","12,8%",3.13,0.90,0.20,16402100000,2063840000,2755580000,7295340000,5231500000,8074450000,0,0
180,ENGI11,UNT N2,ENERGISA UNT N2,Energia Elétrica,Energia Elétrica,47.22,28/05/2021,38.99,51.11,75192400,17136700000,31881500000,31/03/2021,1814560000,9.99,2.30,5.30,0.82,0.38,8.05,-0.72,"2,9%",7.15,9.87,"15,5%",4.73,20.55,"19,3%","15,4%","9,0%","7,2%","8,5%","23,0%",1.20,2.66,0.47,44928900000,5074760000,12635100000,19819500000,14744800000,7459190000,0,0
181,ENGI3,ON,ENERGISA ON,Energia Elétrica,Energia Elétrica,17.09,28/05/2021,11.47,19.19,328170,31010900000,45755600000,31/03/2021,1814560000,18.07,4.16,9.60,1.48,0.69,14.57,-1.30,"1,6%",10.26,14.16,"15,5%",0.95,4.11,"19,3%","15,4%","9,0%","7,2%","8,5%","23,0%",1.20,2.66,0.47,44928900000,5074760000,12635100000,19819500000,14744800000,7459190000,0,0
182,ENGI4,PN,ENERGISA PN,Energia Elétrica,Energia Elétrica,7.47,28/05/2021,6.46,9.18,366967,13554800000,28299600000,31/03/2021,1814560000,7.90,1.82,4.19,0.65,0.30,6.37,-0.57,"3,7%",6.34,8.76,"15,5%",0.95,4.11,"19,3%","15,4%","9,0%","7,2%","8,5%","23,0%",1.20,2.66,0.47,44928900000,5074760000,12635100000,19819500000,14744800000,7459190000,0,0
183,ENJU3,ON NM,ENJOEI ON NM,Programas e Serviços,Programas e Serviços,10.42,28/05/2021,7.88,20.90,24196800,2061660000,1571080000,31/03/2021,197856000,0.00,4.27,0,0,3.96,4.47,4.50,"0,0%",0,0,0,0.00,2.44,0,0,0,"0,0%",0,0,14.59,0,0,520383000,490578000,495344000,0,-490578000,482921000,0,0
184,ENMT3,ON,ENERGISA MT ON,Energia Elétrica,Energia Elétrica,59.79,28/05/2021,24.40,59.79,69931,13090500000,16104100000,31/03/2021,218942000,14.15,4.90,10.88,2.42,1.50,15.11,-4.03,"4,0%",11.11,13.38,"11,8%",4.23,12.19,"25,7%","22,2%","17,1%","13,8%","16,3%","34,7%",1.44,1.47,0.62,8750610000,905816000,2831540000,3919340000,3013520000,2669040000,0,0
185,ENMT4,ON,ENERGISA MT ON,Energia Elétrica,Energia Elétrica,58.59,28/05/2021,24.34,58.59,34246,12827800000,15841300000,31/03/2021,218942000,13.87,4.81,10.66,2.37,1.47,14.81,-3.95,"4,1%",10.93,13.16,"11,8%",4.23,12.19,"25,7%","22,2%","17,1%","13,8%","16,3%","34,7%",1.44,1.47,0.62,8750610000,905816000,2831540000,3919340000,3013520000,2669040000,0,0
186,EQMA3B,ON MB,CEMAR ON MB,Energia Elétrica,Energia Elétrica,46.00,28/05/2021,36.67,47.69,20984,7552460000,8405770000,31/03/2021,164184000,10.00,2.38,7.23,1.75,1.02,5.01,-5.26,"9,2%",6.77,8.05,"7,9%",4.60,19.32,"32,9%","24,3%","17,5%","14,2%","18,1%","23,8%",2.21,0.64,0.58,7368510000,1181600000,2760180000,2034920000,853310000,3171740000,0,0
187,EQPA3,ON,EQTL PARA ON,Energia Elétrica,Energia Elétrica,4.80,28/05/2021,2.67,4.87,260300,10603600000,12203000000,31/03/2021,2209070000,14.46,3.05,7.29,1.73,0.84,3.78,-2.89,"5,8%",6.90,8.39,"6,5%",0.33,1.58,"30,0%","23,7%","12,0%","11,5%","16,0%","21,1%",2.06,1.28,0.49,12609500000,2865620000,5461220000,4465110000,1599490000,3482100000,0,0
188,EQPA5,PNA,EQTL PARA PNA,Energia Elétrica,Energia Elétrica,5.56,13/05/2021,4.17,6.44,9610,12282500000,13881900000,31/03/2021,2209070000,16.75,3.53,8.44,2.01,0.97,4.38,-3.35,"4,5%",7.85,9.54,"6,5%",0.33,1.58,"30,0%","23,7%","12,0%","11,5%","16,0%","21,1%",2.06,1.28,0.49,12609500000,2865620000,5461220000,4465110000,1599490000,3482100000,0,0
189,EQPA7,PNC,EQTL PARA PNC,Energia Elétrica,Energia Elétrica,5.38,19/05/2021,4.92,6.68,8706,11884800000,13484300000,31/03/2021,2209070000,16.21,3.41,8.17,1.94,0.94,4.23,-3.24,"5,2%",7.63,9.27,"6,5%",0.33,1.58,"30,0%","23,7%","12,0%","11,5%","16,0%","21,1%",2.06,1.28,0.49,12609500000,2865620000,5461220000,4465110000,1599490000,3482100000,0,0
190,EQTL3,ON NM,EQUATORIAL ENERGIA S.A. ON NM,Energia Elétrica,Energia Elétrica,25.42,28/05/2021,19.03,25.83,181037000,25687200000,35960500000,31/03/2021,1010510000,8.89,2.52,5.38,1.44,0.61,3.63,-1.60,"4,1%",6.55,7.53,"26,4%",2.86,10.07,"33,1%","26,8%","19,0%","11,3%","14,1%","28,4%",2.00,1.68,0.42,42298300000,6814660000,14161300000,17088000000,10273400000,10179600000,0,0
191,ESPA3,ON NM,ESPACOLASER ON NM,Comércio,Produtos Diversos,18.69,28/05/2021,14.93,21.59,21834600,4564760000,4793010000,31/03/2021,244236000,43.71,7.08,50.34,8.33,2.80,11.03,-210.33,"0,3%",31.56,52.85,0,0.43,2.64,"45,7%","16,5%","17,9%","5,6%","6,8%","16,2%",1.75,0.79,0.34,1630700000,281299000,965174000,509548000,228249000,644392000,0,0
192,ESTR4,PN,ESTRELA PN,Viagens e Lazer,Brinquedos e Jogos,36.01,26/05/2021,25.00,38.06,26492,29096100,83379100,31/03/2021,808000,-1.50,-0.06,2.11,0.20,0.12,-0.06,-0.05,"0,0%",5.33,6.04,"-2,1%",-23.95,-623.27,"50,1%","9,4%","-13,2%","5,9%","6,5%","3,8%",0.19,-0.13,0.63,233415000,8747000,116506000,63030000,54283000,-503600000,0,0
193,ETER3,ON,ETERNIT ON,Construção e Engenharia,Produtos para Construção,32.27,28/05/2021,2.47,33.83,86951900,1667580000,1519490000,31/03/2021,51676000,7.19,6.10,9.56,1.99,2.00,5.36,179.41,"0,0%",7.85,8.71,"-0,9%",4.49,5.29,"39,0%","20,8%","27,6%","20,9%","31,6%","84,9%",2.20,0.25,1.01,833954000,216333000,569804000,68239000,-148094000,273331000,0,0
194,EUCA3,ON,EUCATEX ON,Madeira e Papel,Madeira,22.50,28/05/2021,12.73,31.53,299766,2083930000,2511550000,31/03/2021,92619000,10.13,1.35,7.02,1.06,0.75,8.52,-8.51,"1,7%",5.67,8.46,"13,7%",2.22,16.70,"32,7%","15,2%","8,2%","10,7%","11,7%","13,3%",1.33,0.33,0.71,2776420000,75359000,984789000,502979000,427620000,1546950000,0,0
195,EUCA4,PN,EUCATEX PN,Madeira e Papel,Madeira,10.64,28/05/2021,4.30,11.99,4784280,985466000,1413090000,31/03/2021,92619000,4.79,0.64,3.32,0.50,0.35,4.03,-4.03,"3,8%",3.19,4.76,"13,7%",2.22,16.70,"32,7%","15,2%","8,2%","10,7%","11,7%","13,3%",1.33,0.33,0.71,2776420000,75359000,984789000,502979000,427620000,1546950000,0,0
196,EVEN3,ON NM,Even ON NM,Construção Civil,Incorporações,10.38,28/05/2021,6.68,14.06,14504800,2200560000,1168110000,31/03/2021,212000000,35.52,1.20,6.92,1.13,0.39,0.84,1.58,"5,4%",3.58,3.67,"6,2%",0.29,8.62,"28,5%","16,3%","5,5%","5,6%","7,7%","3,4%",2.43,0.23,0.34,5669590000,1454450000,4454110000,421998000,-1032450000,1828290000,0,0
197,EZTC3,ON NM,EZTec ON NM,Construção Civil,Incorporações,31.25,28/05/2021,28.50,44.99,78808400,7093750000,6033400000,31/03/2021,227000000,17.72,1.71,33.04,8.04,1.48,3.73,4.23,"1,4%",27.19,28.10,"10,4%",1.76,18.26,"43,6%","24,3%","46,7%","4,5%","5,8%","9,7%",6.23,0.00,0.18,4798960000,1068580000,2263670000,8236000,-1060350000,4143920000,0,0
198,FESA3,ON,FERBASA ON,Siderurgia e Metalurgia,Siderurgia,52.64,28/05/2021,23.26,60.85,64457,4649160000,4891540000,31/03/2021,88320000,35.93,2.56,11.50,2.59,1.64,10.12,-32.24,"1,6%",8.47,12.10,"11,5%",1.47,20.54,"30,3%","22,5%","7,2%","14,3%","16,1%","7,1%",2.13,0.27,0.63,2831790000,244301000,866930000,486674000,242373000,1814360000,0,0
199,FESA4,PN,FERBASA PN,Siderurgia e Metalurgia,Siderurgia,36.73,28/05/2021,16.20,45.00,18438500,3243990000,3486370000,31/03/2021,88320000,25.07,1.79,8.03,1.81,1.15,7.06,-22.50,"2,5%",6.04,8.63,"11,5%",1.47,20.54,"30,3%","22,5%","7,2%","14,3%","16,1%","7,1%",2.13,0.27,0.63,2831790000,244301000,866930000,486674000,242373000,1814360000,0,0
200,FHER3,ON NM,Fer Heringer ON NM,Químicos,Fertilizantes e Defensivos,24.50,28/05/2021,2.20,24.55,31792400,1319500000,1344160000,31/03/2021,53857000,-801.63,-8.48,5.35,0.51,0.77,4.55,-1.28,"0,0%",4.91,5.45,"-22,1%",-0.03,-2.89,"16,8%","9,6%","-0,1%","14,5%","19,0%","1,1%",1.54,-0.50,1.51,1703030000,52981000,823814000,77642000,24661000,-155575000,0,0
201,FLRY3,ON NM,FLEURY ON NM,Análises e Diagnósticos,Análises e Diagnósticos,26.43,28/05/2021,22.73,28.91,50887500,8387980000,10022400000,31/03/2021,317366000,26.47,4.95,14.51,2.66,1.53,15.03,-4.42,"2,8%",10.71,17.34,"9,6%",1.00,5.33,"28,9%","18,3%","10,1%","10,5%","13,6%","18,7%",1.41,1.58,0.57,5497510000,1035050000,1906170000,2669490000,1634440000,1692880000,0,0
202,FRAS3,ON,FRAS-LE S.A. ON,Material de Transporte,Material Rodoviário,11.44,28/05/2021,4.40,13.18,3028520,2488960000,3028940000,31/03/2021,217566000,10.15,2.43,9.93,1.26,0.84,3.68,-5.74,"2,4%",8.64,12.08,"25,4%",1.13,4.71,"29,4%","12,7%","12,4%","8,5%","11,0%","23,9%",1.83,0.90,0.67,2956710000,382713000,1487840000,922697000,539984000,1023850000,0,0
203,FRIO3,ON NM,Metalfrio ON NM,Máquinas e Equipamentos,Máq. e Equip. Industriais,70.99,19/05/2021,60.00,130.00,23232,291556000,1120990000,31/03/2021,4107000,-5.92,-4.66,5.86,0.19,0.14,1.11,-0.55,"0,0%",10.17,22.54,"14,3%",-12.00,-15.22,"16,1%","3,3%","-1,9%","2,4%","4,8%","78,8%",1.21,-21.00,0.75,2051190000,483686000,1497790000,1313120000,829435000,-62519000,0,0
204,FRTA3,ON NM,POMIFRUTAS ON NM,Agropecuária,Agricultura,7.46,28/05/2021,4.30,8.85,424988,14928300,79296200,31/03/2021,2001110,11.51,-0.23,-226.19,1.22,0.42,-0.19,-0.16,"0,0%",119.42,-1201.46,"-32,1%",0.65,-33.13,"38,0%","-0,5%","10,6%","-0,2%","-0,2%","-2,0%",0.08,-0.98,0.34,35904000,412000,6678000,64780000,64368000,-66288000,0,0
205,GEPA3,ON,"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA ON",Energia Elétrica,Energia Elétrica,36.61,20/05/2021,33.66,42.61,5705,3457190000,4512710000,31/03/2021,94433000,6.11,1.80,2.85,2.64,0.79,-7.36,-1.98,"13,2%",3.39,3.72,"-0,7%",6.00,20.30,"97,0%","92,7%","43,2%","27,8%","35,1%","29,5%",0.60,0.83,0.30,4360190000,538645000,695339000,1594160000,1055520000,1917290000,0,0
206,GEPA4,PN,"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA PN",Energia Elétrica,Energia Elétrica,36.80,28/05/2021,32.38,44.82,35620,3475130000,4530650000,31/03/2021,94433000,6.14,1.81,2.86,2.65,0.80,-7.40,-1.99,"13,1%",3.41,3.73,"-0,7%",6.00,20.30,"97,0%","92,7%","43,2%","27,8%","35,1%","29,5%",0.60,0.83,0.30,4360190000,538645000,695339000,1594160000,1055520000,1917290000,0,0
207,GFSA3,ON,GAFISA ON,Construção Civil,Incorporações,4.43,28/05/2021,3.78,6.02,22016300,1331990000,1957690000,31/03/2021,300676000,-34.97,0.85,19.87,1.36,0.31,1.66,-37.59,"0,0%",25.75,29.21,"2,4%",-0.13,5.24,"20,3%","6,8%","-3,9%","1,5%","2,0%","-2,4%",1.42,0.84,0.23,4337380000,692001000,2730620000,1317700000,625699000,1575410000,0,0
208,GGBR3,ON N1,GERDAU S.A. ON N1,Siderurgia e Metalurgia,Siderurgia,27.48,28/05/2021,10.65,30.56,4748880,47256200000,58019000000,31/03/2021,1719660000,10.27,1.37,6.52,0.93,0.69,3.18,-6.65,"3,0%",5.95,8.01,"7,2%",2.68,20.03,"17,4%","14,2%","9,1%","10,6%","13,3%","13,4%",2.30,0.52,0.75,68020200000,7002500000,26217700000,17765200000,10762700000,34443300000,0,0
209,GGBR4,PN N1,GERDAU S.A. PN N1,Siderurgia e Metalurgia,Siderurgia,32.65,28/05/2021,13.07,37.22,502217000,56146900000,66909600000,31/03/2021,1719660000,12.20,1.63,7.75,1.10,0.83,3.78,-7.90,"2,5%",6.86,9.24,"7,2%",2.68,20.03,"17,4%","14,2%","9,1%","10,6%","13,3%","13,4%",2.30,0.52,0.75,68020200000,7002500000,26217700000,17765200000,10762700000,34443300000,0,0
